year,currentPop,popFromStart,numHouseholds,averageHouseholdSize,marriageTally,marriagePropNow,divorceTally,shareSingleParents,shareFemaleSingleParent,taxPayers,taxBurden,familyCareRatio,employmentRate,shareWorkingHours,publicSocialCare,costPublicSocialCare,sharePublicSocialCare,costTaxFreeSocialCare,publicChildCare,costPublicChildCare,sharePublicChildCare,costTaxFreeChildCare,totalTaxRevenue,totalPensionRevenue,pensionExpenditure,totalHospitalizationCost,classShare_1,classShare_2,classShare_3,classShare_4,classShare_5,totalInformalChildCare,formalChildCare,childcareIncomeShare,shareInformalChildCare,shareCareGivers,ratioFemaleMaleCarers,shareMaleCarers,shareFemaleCarers,ratioWage,ratioIncome,shareFamilyCarer,share_over20Hours_FamilyCarers,averageHoursOfCare,share_40to64_carers,share_over65_carers,share_10PlusHours_over70,totalSocialCareNeed,totalInformalSocialCare,totalFormalSocialCare,totalUnmetSocialCareNeed,totalSocialCare,share_InformalSocialCare,share_UnmetSocialCareNeed,totalOWSC,shareOWSC,totalCostOWSC,q1_socialCareNeed,q1_informalSocialCare,q1_formalSocialCare,q1_unmetSocialCareNeed,q1_outOfWorkSocialCare,q2_socialCareNeed,q2_informalSocialCare,q2_formalSocialCare,q2_unmetSocialCareNeed,q2_outOfWorkSocialCare,q3_socialCareNeed,q3_informalSocialCare,q3_formalSocialCare,q3_unmetSocialCareNeed,q3_outOfWorkSocialCare,q4_socialCareNeed,q4_informalSocialCare,q4_formalSocialCare,q4_unmetSocialCareNeed,q4_outOfWorkSocialCare,q5_socialCareNeed,q5_informalSocialCare,q5_formalSocialCare,q5_unmetSocialCareNeed,q5_outOfWorkSocialCare,grossDomesticProduct,publicCareToGDP
1860,656,656,311,2.1093247588424435,2,0.9633333333333334,13,0.05357142857142857,1.0,600,0.0,1.0,0.9066666666666666,1.0,0,0.0,0.0,0.0,0,0.0,0,0,40121.047526862756,27361.53429449421,2589.892578528533,800.0,0.2,0.36,0.24666666666666667,0.14666666666666667,0.04666666666666667,0,0,0.0,0,0.0016666666666666668,0.0,0.0033333333333333335,0.0,0.8010054112395949,0.8039274205063637,1.0,0.0,16.0,0.0,0.0,0,16.0,16.0,0,0.0,16.0,1.0,0.0,0,0.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,326471.8396742096,0.0
1861,713,713,329,2.1671732522796354,6,0.9033333333333333,24,0.1116751269035533,0.8181818181818182,600,0.0,1.0,0.83,1.0,0,0.0,0.0,0.0,0,0.0,0,0,37443.821956726904,25450.038241902104,2392.5243741732747,2400.0,0.2,0.36,0.24666666666666667,0.14666666666666667,0.04666666666666667,4480.0,0,0.0,1.0,0.006666666666666667,0.25,0.01,0.0033333333333333335,0.7796667197114072,0.6690732913727138,1.0,0.0,12.0,0.25,0.0,0,48.0,48.0,0,0.0,48.0,1.0,0.0,0,0.0,0,16.0,16.0,0,0.0,0,32.0,32.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,302132.4666030952,0.0
1862,778,779,335,2.3223880597014928,8,0.88,14,0.0989399293286219,0.8571428571428571,599,13.937896494156927,0.875,0.8063439065108514,1.0,0,0.0,0.0,0.0,0,0.0,0.0,3162.7327574007454,35662.23799910355,24428.045175753716,2302.604514114447,3375.21092336358,0.2,0.36,0.24666666666666667,0.14666666666666667,0.04666666666666667,6028.0,1277.217787799775,0.029453910475550724,0.7832640332640333,0.01001669449081803,0.16666666666666666,0.016722408026755852,0.0033333333333333335,0.7260914960833639,0.6097024170287497,1.0,0.0,9.333333333333334,0.3333333333333333,0.0,0,64.0,56.0,0,8.0,56.0,1.0,0.125,0,0.0,0,24.0,16.0,0,8.0,0,24.0,24.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,290350.7345863019,0.0
1863,838,840,338,2.4792899408284024,14,0.87,17,0.13333333333333333,0.8695652173913043,599,27.875792988313854,0.8181818181818182,0.7963272120200334,0.9932914046121594,0,0.0,0.0,0.0,48.0,288.0,0.007585335018963302,5494.937983409538,36059.35592062801,24220.215786900615,2280.8315453338023,4890.566749405595,0.1986644407345576,0.3606010016694491,0.24707846410684475,0.14691151919866444,0.04674457429048414,8619.0,2294.107760687511,0.05363232942111704,0.7507839721254356,0.011686143572621035,0.2857142857142857,0.016722408026755852,0.006666666666666667,0.7151816307426745,0.56591020945352,1.0,0.0,10.285714285714286,0.14285714285714285,0.0,0,88.0,72.0,0,16.0,72.0,1.0,0.18181818181818182,0,0.0,0,32.0,16.0,0,16.0,0,32.0,32.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,288315.11549652705,0.0
1864,878,883,335,2.62089552238806,16,0.8729096989966555,14,0.1273209549071618,0.7916666666666666,596,70.04026845637584,0.6875,0.8238255033557047,0.9832993890020366,0,0.0,0.0,0.0,1264.0,7584.0,0.12700964630225076,7090.722817298919,36094.5455885517,24366.189824602432,2311.8110317342594,7815.725427813007,0.1986644407345576,0.3606010016694491,0.24707846410684475,0.14691151919866444,0.04674457429048414,9716.0,2948.3262262840103,0.06824094017181515,0.7160966981132075,0.015100671140939598,0.3333333333333333,0.020202020202020204,0.010033444816053512,0.7382436147865349,0.610601450333195,1.0,0.0,9.777777777777779,0.3333333333333333,0.0,0,128.0,88.0,0,40.0,88.0,1.0,0.3125,0,0.0,0,72.0,32.0,0,40.0,0,32.0,32.0,0,0.0,0,16.0,16.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,291591.5917273728,0.0
1865,933,940,332,2.8102409638554215,12,0.8762541806020067,9,0.12315270935960591,0.8,594,196.77306397306396,0.44,0.8164983164983165,0.9684536082474227,0,0.0,0.0,0.0,2308.0,13848.0,0.17275449101796403,8778.852073935821,35069.78313230918,23593.016292882894,2246.6427360251614,14769.152274202545,0.19966442953020133,0.3624161073825503,0.24496644295302014,0.14597315436241612,0.04697986577181208,10108.0,3490.7203243103245,0.0796562511972479,0.6974882693900083,0.016835016835016835,0.6,0.013559322033898305,0.020066889632107024,0.7172024150763625,0.6068779639384544,1.0,0.0,8.8,0.3,0.0,0,200.0,88.0,0,112.0,88.0,1.0,0.56,0,0.0,0,120.0,16.0,0,104.0,0,48.0,40.0,0,8.0,0,32.0,32.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,283148.17629239295,0.0
1866,984,993,331,2.972809667673716,11,0.8758389261744967,10,0.13302752293577982,0.7931034482758621,592,204.4891891891892,0.4423076923076923,0.8108108108108109,0.9691666666666666,0,0.0,0.0,0.0,4292.0,25752.0,0.27219685438863517,8817.335001227108,35540.33251054344,23687.946413660055,2251.353204429644,15627.243079296295,0.20033670033670034,0.36363636363636365,0.2441077441077441,0.1447811447811448,0.04713804713804714,11386.0,3547.312888012656,0.08075268704378284,0.7100274382639062,0.018581081081081082,0.5454545454545454,0.017006802721088437,0.020134228187919462,0.7435106046357317,0.6233089820458205,1.0,0.0,8.363636363636363,0.36363636363636365,0.0,0,208.0,92.0,0,116.0,92.0,1.0,0.5576923076923077,0,0.0,0,128.0,20.0,0,108.0,0,48.0,40.0,0,8.0,0,32.0,32.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,284187.9073544713,0.0
1867,1025,1037,331,3.096676737160121,10,0.875,10,0.12472160356347439,0.6785714285714286,590,233.4833898305085,0.5217391304347826,0.8203389830508474,0.9557851239669422,0,0.0,0.0,0.0,6196.0,37176.0,0.3267932489451477,9370.11869836727,35359.25623266431,23530.546674280235,2248.9122065120746,19755.87087534984,0.20101351351351351,0.36317567567567566,0.24493243243243243,0.14358108108108109,0.0472972972972973,12108.0,3691.378385892236,0.08185943799331646,0.7154337036161664,0.025423728813559324,0.4666666666666667,0.027210884353741496,0.02364864864864865,0.7549610169673636,0.6436511481425026,1.0,0.0,9.333333333333334,0.5333333333333333,0.0,0,276.0,140.0,4.0,132.0,144.0,0.9722222222222222,0.4782608695652174,0,0.0,0,148.0,32.0,4.0,120.0,0,40.0,28.0,0,12.0,0,48.0,48.0,0,0.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,283348.8308430904,0.0
1868,1054,1068,336,3.136904761904762,8,0.8542372881355932,14,0.15517241379310345,0.6666666666666666,588,177.48299319727892,0.7191011235955056,0.8435374149659864,0.9504032258064516,80.0,1360.0,0.2247191011235955,0.0,7896.0,47376.0,0.36100950987564007,10147.846937688395,36289.20478101555,24171.592793963886,2301.6232676684745,22896.361138738517,0.2,0.3644067796610169,0.2440677966101695,0.1440677966101695,0.04745762711864407,12560.0,3978.903086401485,0.0863283803636648,0.7178783721993599,0.030612244897959183,0.5555555555555556,0.027303754266211604,0.03389830508474576,0.7866522714145878,0.6876780810371744,1.0,0.0,9.777777777777779,0.5,0.0,0,356.0,176.0,0,100.0,176.0,1.0,0.2808988764044944,0,0.0,0,212.0,56.0,0,100.0,0,64.0,64.0,0,0.0,0,56.0,56.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,290349.3857281967,0.004684011976085701
1869,1093,1108,332,3.2921686746987953,15,0.864406779661017,11,0.1511879049676026,0.7142857142857143,587,183.11890971039182,0.745049504950495,0.848381601362862,0.940562248995984,80.0,1360.0,0.19801980198019797,0.0,9768.0,58608.0,0.4015126603091088,8854.425248747892,36971.708272453645,24022.720436180287,2307.566100957155,24482.293063360365,0.20068027210884354,0.3622448979591837,0.24489795918367346,0.1445578231292517,0.047619047619047616,12442.0,3631.76068400205,0.08122573040277295,0.7301643192488263,0.03747870528109029,0.5454545454545454,0.03424657534246575,0.04067796610169491,0.76847821244204,0.685610313899125,1.0,0.0,9.954545454545455,0.6818181818181818,0.0,0,404.0,219.0,2.0,103.0,221.0,0.9909502262443439,0.25495049504950495,0,0.0,0,260.0,76.0,1.0,103.0,0,72.0,72.0,0,0.0,0,48.0,47.0,1.0,0.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,291080.96279522276,0.004672239595953131
