year,currentPop,popFromStart,numHouseholds,averageHouseholdSize,marriageTally,marriagePropNow,divorceTally,shareSingleParents,shareFemaleSingleParent,taxPayers,taxBurden,familyCareRatio,employmentRate,shareWorkingHours,publicSocialCare,costPublicSocialCare,sharePublicSocialCare,costTaxFreeSocialCare,publicChildCare,costPublicChildCare,sharePublicChildCare,costTaxFreeChildCare,totalTaxRevenue,totalPensionRevenue,pensionExpenditure,totalHospitalizationCost,classShare_1,classShare_2,classShare_3,classShare_4,classShare_5,totalInformalChildCare,formalChildCare,childcareIncomeShare,shareInformalChildCare,shareCareGivers,ratioFemaleMaleCarers,shareMaleCarers,shareFemaleCarers,ratioWage,ratioIncome,shareFamilyCarer,share_over20Hours_FamilyCarers,averageHoursOfCare,share_40to64_carers,share_over65_carers,share_10PlusHours_over70,totalSocialCareNeed,totalInformalSocialCare,totalFormalSocialCare,totalUnmetSocialCareNeed,totalSocialCare,share_InformalSocialCare,share_UnmetSocialCareNeed,totalOWSC,shareOWSC,totalCostOWSC,q1_socialCareNeed,q1_informalSocialCare,q1_formalSocialCare,q1_unmetSocialCareNeed,q1_outOfWorkSocialCare,q2_socialCareNeed,q2_informalSocialCare,q2_formalSocialCare,q2_unmetSocialCareNeed,q2_outOfWorkSocialCare,q3_socialCareNeed,q3_informalSocialCare,q3_formalSocialCare,q3_unmetSocialCareNeed,q3_outOfWorkSocialCare,q4_socialCareNeed,q4_informalSocialCare,q4_formalSocialCare,q4_unmetSocialCareNeed,q4_outOfWorkSocialCare,q5_socialCareNeed,q5_informalSocialCare,q5_formalSocialCare,q5_unmetSocialCareNeed,q5_outOfWorkSocialCare,grossDomesticProduct,publicCareToGDP
1860,681,683,310,2.196774193548387,4,0.96,14,0.04878048780487805,1.0,598,0.0,1.0,0.8561872909698997,1.0,0,0.0,0.0,0.0,0,0.0,0,0,38337.377254713705,26107.157170173883,2457.710731570807,2000.0,0.17333333333333334,0.3566666666666667,0.27,0.14666666666666667,0.05333333333333334,0,0,0.0,0,0.005016722408026756,0.0,0.010067114093959731,0.0,0.7431234860280175,0.7351966748811661,1.0,0.0,13.333333333333334,0.0,0.0,0,40.0,40.0,0,0.0,40.0,1.0,0.0,0,0.0,0,0.0,0,0,0.0,0,32.0,32.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,310215.6075819683,0.0
1861,732,738,324,2.259259259259259,6,0.912751677852349,20,0.08333333333333333,0.9,596,0.0,1.0,0.7936241610738255,1.0,0,0.0,0.0,0.0,0,0.0,0,0,37756.882209710646,24885.445028287177,2324.981819829081,4000.0,0.17391304347826086,0.35785953177257523,0.26755852842809363,0.14715719063545152,0.05351170568561873,6480.0,0,0.0,1.0,0.010067114093959731,0.0,0.020134228187919462,0.0,0.7975725824414296,0.6142498366238628,1.0,0.0,13.333333333333334,0.0,0.0,0,80.0,80.0,0,0.0,80.0,1.0,0.0,0,0.0,0,16.0,16.0,0,0.0,0,40.0,40.0,0,0.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,295140.50922090583,0.0
1862,789,795,341,2.313782991202346,11,0.8557046979865772,28,0.13071895424836602,0.9,596,28.016107382550334,0.8461538461538461,0.8171140939597316,0.999794661190965,0,0.0,0.0,0.0,0,0.0,0.0,4496.23832714595,38658.60259734947,25538.038727419073,2390.2828734855825,5615.873679831797,0.174496644295302,0.3573825503355705,0.26677852348993286,0.1476510067114094,0.053691275167785234,6654.0,1872.1670557033008,0.04352089165580595,0.7446284691136974,0.015100671140939598,0.2222222222222222,0.02348993288590604,0.006711409395973154,0.7534103954189576,0.6451917753628387,1.0,0.0,9.777777777777779,0.0,0.0,0,104.0,88.0,0,16.0,88.0,1.0,0.15384615384615385,0,0.0,0,48.0,40.0,0,8.0,0,24.0,24.0,0,0.0,0,16.0,8.0,0,8.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,303224.9286733266,0.0
1863,850,859,345,2.463768115942029,15,0.8422818791946308,19,0.12994350282485875,0.9130434782608695,596,84.048322147651,0.6470588235294118,0.7986577181208053,0.9920168067226891,0,0.0,0.0,0.0,84.0,504.0,0.011029411764705843,6283.112947002982,36396.98314767403,24550.292947921618,2297.1074326208554,8550.820757864743,0.174496644295302,0.3573825503355705,0.26677852348993286,0.1476510067114094,0.053691275167785234,8430.0,2577.4608407671544,0.0603419730399907,0.7112723590955113,0.016778523489932886,0.3,0.02348993288590604,0.010067114093959731,0.7458942920181209,0.6225201161333568,1.0,0.0,8.8,0.1,0.0,0,136.0,88.0,0,48.0,88.0,1.0,0.35294117647058826,0,0.0,0,64.0,24.0,0,40.0,0,32.0,32.0,0,0.0,0,32.0,24.0,0,8.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,290594.65874488075,0.0
1864,898,908,347,2.5878962536023056,12,0.835016835016835,14,0.15538847117794485,0.8064516129032258,595,42.09478991596639,0.8421052631578947,0.8100840336134454,0.9844398340248963,0,0.0,0.0,0.0,1692.0,10152.0,0.1590225563909774,7982.9842200656285,37991.168795391815,24994.907776853088,2339.8518885346743,8971.730084437504,0.174496644295302,0.3573825503355705,0.26677852348993286,0.1476510067114094,0.053691275167785234,10237.0,3147.3360066579075,0.0714113241525299,0.7276798407733864,0.021848739495798318,0.3076923076923077,0.030201342281879196,0.013468013468013467,0.763829146438847,0.6329451964141608,1.0,0.0,9.846153846153847,0.15384615384615385,0.0,0,152.0,128.0,0,24.0,128.0,1.0,0.15789473684210525,0,0.0,0,56.0,32.0,0,24.0,0,56.0,56.0,0,0.0,0,16.0,16.0,0,0.0,0,8.0,8.0,0,0.0,0,8.0,8.0,0,0.0,0,296913.65600807697,0.0
1865,940,952,355,2.647887323943662,13,0.8040540540540541,22,0.19811320754716982,0.8333333333333334,593,56.315682967959525,0.8260869565217391,0.8279932546374368,0.9729124236252545,0,0.0,0.0,0.0,2780.0,16680.0,0.19544431946006746,9157.971693185775,38027.49116016299,24990.36668290954,2353.2258525503707,10602.26523482035,0.17478991596638654,0.3563025210084034,0.2672268907563025,0.14789915966386555,0.05378151260504202,10667.0,3700.148377878121,0.0838585266786981,0.6942853423587607,0.025295109612141653,0.3333333333333333,0.03367003367003367,0.016891891891891893,0.7655548933005834,0.6478630525042959,1.0,0.0,10.133333333333333,0.13333333333333333,0.0,0,184.0,152.0,0,32.0,152.0,1.0,0.17391304347826086,0,0.0,0,56.0,32.0,0,24.0,0,64.0,56.0,0,8.0,0,24.0,24.0,0,0.0,0,8.0,8.0,0,0.0,0,24.0,24.0,0,0.0,0,298139.2636043199,0.0
1866,990,1003,353,2.8045325779036827,14,0.8108108108108109,12,0.19383259911894274,0.7954545454545454,593,267.49949409780777,0.5128205128205128,0.8161888701517707,0.971694214876033,0.0,0.0,0.0,0.0,4820.0,28920.0,0.28433223218499293,8960.809194207912,37004.74039356005,24308.289073704083,2303.915666361815,20321.008439662353,0.1736930860033727,0.357504215851602,0.26644182124789206,0.14839797639123103,0.05396290050590219,10900.0,3654.9563548723895,0.08355235571876193,0.6999743128692525,0.03204047217537943,0.47368421052631576,0.03367003367003367,0.030405405405405407,0.7431549598271632,0.6419694960362128,1.0,0.0,8.421052631578947,0.2631578947368421,0.0,0,312.0,160.0,0,152.0,160.0,1.0,0.48717948717948717,0,0.0,0,200.0,56.0,0,144.0,0,64.0,56.0,0,8.0,0,8.0,8.0,0,0.0,0,16.0,16.0,0,0.0,0,8.0,8.0,0,0.0,0,291424.15009374527,0.0
1867,1028,1044,341,3.0146627565982405,19,0.8469387755102041,8,0.17316017316017315,0.75,590,367.913220338983,0.4090909090909091,0.8288135593220339,0.9578732106339468,0.0,0.0,0.0,0.0,6820.0,40920.0,0.35241835469202154,9218.454204486266,37532.74521580911,24292.25839267318,2313.571605187546,24624.092121465823,0.1736930860033727,0.357504215851602,0.26644182124789206,0.14839797639123103,0.05396290050590219,11902.0,3595.7552857183837,0.0827190535002671,0.7164700216710811,0.03220338983050847,0.3157894736842105,0.04391891891891892,0.02040816326530612,0.7874377756174173,0.6745471813714325,1.0,0.0,7.578947368421052,0.42105263157894735,0.0,0,352.0,144.0,0,208.0,144.0,1.0,0.5909090909090909,0,0.0,0,224.0,48.0,0,200.0,0,48.0,40.0,0,8.0,0,16.0,16.0,0,0.0,0,16.0,16.0,0,0.0,0,8.0,8.0,0,0.0,0,292945.0117734969,0.0
1868,1074,1090,342,3.1403508771929824,8,0.8435374149659864,9,0.18789144050104384,0.7777777777777778,590,304.23593220338984,0.5520833333333334,0.8254237288135593,0.9583162217659138,0.0,0.0,0.0,0.0,8400.0,50400.0,0.3782420749279539,9979.278561849664,37100.24455694981,24511.993538758536,2312.807324712534,26139.812464987714,0.17288135593220338,0.3576271186440678,0.26610169491525426,0.14915254237288136,0.05423728813559322,12011.0,3801.233535897579,0.08213688999397117,0.7028909176029963,0.0423728813559322,0.36,0.05405405405405406,0.030612244897959183,0.7631959529586484,0.6773988955183363,1.0,0.0,8.44,0.44,0.0,0,384.0,211.0,1.0,172.0,212.0,0.9952830188679245,0.4479166666666667,0,0.0,0,216.0,75.0,1.0,140.0,0,104.0,88.0,0,16.0,0,32.0,16.0,0,16.0,0,16.0,16.0,0,0.0,0,16.0,16.0,0,0.0,0,292638.3798130762,0.0
1869,1110,1127,343,3.2361516034985423,12,0.8367346938775511,13,0.20123203285420946,0.7346938775510204,589,347.2760611205433,0.5545454545454546,0.830220713073005,0.9505112474437628,0.0,0.0,0.0,0.0,10088.0,60528.0,0.4119568768376347,9924.690921929618,37514.52104622712,24474.68230938416,2320.023784223275,29329.01996265938,0.17288135593220338,0.3576271186440678,0.26610169491525426,0.14915254237288136,0.05423728813559322,12777.0,3821.1818245318486,0.08286094917545975,0.7066924778761062,0.044142614601018676,0.34615384615384615,0.0576271186440678,0.030612244897959183,0.7912547606638874,0.6987784230336805,1.0,0.0,9.384615384615385,0.46153846153846156,0.0,0,440.0,244.0,0,196.0,244.0,1.0,0.44545454545454544,0,0.0,0,144.0,88.0,0,160.0,0,88.0,64.0,0,24.0,0,80.0,68.0,0,12.0,0,8.0,8.0,0,0.0,0,24.0,24.0,0,0.0,0,293353.3311352941,0.0
