year,currentPop,popFromStart,numHouseholds,averageHouseholdSize,marriageTally,marriagePropNow,divorceTally,shareSingleParents,shareFemaleSingleParent,taxPayers,taxBurden,familyCareRatio,employmentRate,shareWorkingHours,publicSocialCare,costPublicSocialCare,sharePublicSocialCare,costTaxFreeSocialCare,publicChildCare,costPublicChildCare,sharePublicChildCare,costTaxFreeChildCare,totalTaxRevenue,totalPensionRevenue,pensionExpenditure,totalHospitalizationCost,classShare_1,classShare_2,classShare_3,classShare_4,classShare_5,totalInformalChildCare,formalChildCare,childcareIncomeShare,shareInformalChildCare,shareCareGivers,ratioFemaleMaleCarers,shareMaleCarers,shareFemaleCarers,ratioWage,ratioIncome,shareFamilyCarer,share_over20Hours_FamilyCarers,averageHoursOfCare,share_40to64_carers,share_over65_carers,share_10PlusHours_over70,totalSocialCareNeed,totalInformalSocialCare,totalFormalSocialCare,totalUnmetSocialCareNeed,totalSocialCare,share_InformalSocialCare,share_UnmetSocialCareNeed,totalOWSC,shareOWSC,totalCostOWSC,q1_socialCareNeed,q1_informalSocialCare,q1_formalSocialCare,q1_unmetSocialCareNeed,q1_outOfWorkSocialCare,q2_socialCareNeed,q2_informalSocialCare,q2_formalSocialCare,q2_unmetSocialCareNeed,q2_outOfWorkSocialCare,q3_socialCareNeed,q3_informalSocialCare,q3_formalSocialCare,q3_unmetSocialCareNeed,q3_outOfWorkSocialCare,q4_socialCareNeed,q4_informalSocialCare,q4_formalSocialCare,q4_unmetSocialCareNeed,q4_outOfWorkSocialCare,q5_socialCareNeed,q5_informalSocialCare,q5_formalSocialCare,q5_unmetSocialCareNeed,q5_outOfWorkSocialCare,grossDomesticProduct,publicCareToGDP
1860,660,660,322,2.049689440993789,3,0.9266666666666666,25,0.13333333333333333,0.875,600,0.0,1.0,0.8916666666666667,1.0,0,0.0,0.0,0.0,0,0.0,0,0,34789.456495996805,25005.997561586548,2425.8975949376413,2400.0,0.22666666666666666,0.42,0.19666666666666666,0.11666666666666667,0.04,0,0,0.0,0,0.008333333333333333,0.8,0.0033333333333333335,0.013333333333333334,0.8006748981548624,0.8099206196190252,1.0,0.0,9.6,0.0,0.0,0,48.0,48.0,0,0.0,48.0,1.0,0.0,0,0.0,0,16.0,16.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,302385.21355134755,0.0
1861,724,727,332,2.180722891566265,12,0.8866666666666667,22,0.10619469026548672,0.9166666666666666,598,13.961204013377925,0.8888888888888888,0.7976588628762542,1.0,0,0.0,0.0,0.0,0,0.0,0,0,30500.113845595755,22271.313525978683,2156.434277630579,3834.96042078728,0.22666666666666666,0.42,0.19666666666666666,0.11666666666666667,0.04,4720.0,0,0.0,1.0,0.010033444816053512,0.6666666666666666,0.006711409395973154,0.013333333333333334,0.7385011434633294,0.6191595769261027,1.0,0.0,10.666666666666666,0.0,0.0,0,72.0,64.0,0,8.0,64.0,1.0,0.1111111111111111,0,0.0,0,32.0,24.0,0,8.0,0,32.0,32.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,268403.30297077895,0.0
1862,777,782,340,2.2852941176470587,11,0.8590604026845637,19,0.11409395973154363,0.8235294117647058,596,28.016107382550334,0.8571428571428571,0.7936241610738255,1.0,0,0.0,0.0,0.0,0,0.0,0.0,3187.8686291636873,31168.197160685144,22323.20747742686,2155.586875358042,6282.003177336569,0.22742474916387959,0.4197324414715719,0.19732441471571907,0.11538461538461539,0.04013377926421405,6968.0,1400.5209685581788,0.034976571650850004,0.804247460757156,0.013422818791946308,0.5,0.013422818791946308,0.013422818791946308,0.7735519520293329,0.6125518187516282,1.0,0.0,12.0,0.125,0.0,0,112.0,96.0,0,16.0,96.0,1.0,0.14285714285714285,0,0.0,0,48.0,32.0,0,16.0,0,48.0,48.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,269000.93551972054,0.0
1863,834,840,335,2.4895522388059703,12,0.87248322147651,7,0.11143695014662756,0.6842105263157895,595,70.15798319327732,0.7727272727272727,0.8100840336134454,0.9883817427385893,0,0.0,0.0,0.0,96.0,576.0,0.013605442176870763,5295.241454078257,32722.994936996194,22987.990269622886,2207.8255440958706,10428.961321278919,0.22818791946308725,0.41778523489932884,0.19798657718120805,0.11577181208053691,0.040268456375838924,8320.0,2409.263529474658,0.059184760003736264,0.7323943661971831,0.020168067226890758,0.5,0.020202020202020204,0.020134228187919462,0.7490648834175677,0.6495971876357519,1.0,0.0,11.333333333333334,0.25,0.0,0,176.0,136.0,0,40.0,136.0,1.0,0.22727272727272727,0,0.0,0,72.0,32.0,0,40.0,0,56.0,56.0,0,0.0,0,40.0,40.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,276274.4364875273,0.0
1864,901,907,334,2.697604790419162,18,0.8758389261744967,17,0.11055276381909548,0.7272727272727273,595,168.37915966386555,0.625,0.7798319327731092,0.9808189655172413,0,0.0,0.0,0.0,1312.0,7872.0,0.12954186413902058,7765.734931812781,32111.854004435412,22056.710316351164,2124.4651383094542,16761.239875070125,0.226890756302521,0.4184873949579832,0.19831932773109243,0.11596638655462185,0.040336134453781515,9442.0,3126.277195447596,0.07734774245084201,0.7016944114149821,0.02689075630252101,0.4375,0.030303030303030304,0.02348993288590604,0.7199562063578732,0.6064514020982099,1.0,0.0,10.0,0.25,0.0,0,256.0,160.0,0,96.0,160.0,1.0,0.375,0,0.0,0,144.0,64.0,0,88.0,0,24.0,16.0,0,8.0,0,72.0,72.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,266364.2042570443,0.0
1865,953,960,336,2.8363095238095237,13,0.8691275167785235,15,0.13238770685579196,0.8214285714285714,595,154.3475630252101,0.7027027027027027,0.773109243697479,0.9778260869565217,0,0.0,0.0,0.0,2592.0,15552.0,0.19412822049131218,8255.578080101699,32709.61392328414,22026.346241490122,2117.0628323722062,18815.21855217802,0.226890756302521,0.4184873949579832,0.19831932773109243,0.11596638655462185,0.040336134453781515,11355.0,3380.4893841169146,0.08039242878010137,0.7079177057356608,0.03865546218487395,0.4782608695652174,0.04040404040404041,0.03691275167785235,0.7271068862762626,0.5861479733301178,1.0,0.0,9.043478260869565,0.2608695652173913,0.0,0,296.0,208.0,0,88.0,208.0,1.0,0.2972972972972973,0,0.0,0,160.0,80.0,0,80.0,0,48.0,40.0,0,8.0,0,72.0,72.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,266179.0635299251,0.0
1866,996,1004,331,3.009063444108761,13,0.8825503355704698,8,0.11981566820276497,0.7692307692307693,594,433.95488215488217,0.4896694214876033,0.797979797979798,0.9550632911392405,0.0,0.0,0.0,0.0,4424.0,26544.0,0.2595025809479118,8952.597570535509,32033.769806849778,21883.151940685115,2119.9752941694387,30781.618684936577,0.226890756302521,0.4184873949579832,0.19831932773109243,0.11596638655462185,0.040336134453781515,12189.0,3473.0735876320127,0.08528039559536549,0.7227822580645161,0.03872053872053872,0.5217391304347826,0.037162162162162164,0.040268456375838924,0.7551861962877144,0.618839911384086,1.0,0.043478260869565216,10.26086956521739,0.2608695652173913,0.0,0,484.0,236.0,1.0,247.0,237.0,0.9957805907172996,0.5103305785123967,0,0.0,0,276.0,92.0,0,184.0,0,48.0,48.0,0,0.0,0,144.0,80.0,1.0,63.0,0,0.0,0,0,0.0,0,8.0,8.0,0,0.0,0,265626.32789124653,0.0
1867,1036,1047,331,3.1299093655589125,16,0.8821548821548821,16,0.12026726057906459,0.7777777777777778,593,483.9629005059022,0.4751908396946565,0.8145025295109612,0.9383022774327122,0.0,0.0,0.0,0.0,6348.0,38088.0,0.3189308681672026,8884.727615850583,33726.09815658005,22252.846605968418,2166.8028582965057,34734.74311431825,0.2255892255892256,0.41919191919191917,0.19865319865319866,0.11616161616161616,0.04040404040404041,12363.0,3630.559921819412,0.0865801077737865,0.7239985945186226,0.0387858347386172,0.4782608695652174,0.04054054054054054,0.037037037037037035,0.7487150344802727,0.646269495111143,1.0,0.08695652173913043,10.782608695652174,0.30434782608695654,0.0,0,524.0,248.0,1.0,275.0,249.0,0.9959839357429718,0.5248091603053435,0,0.0,0,316.0,112.0,1.0,219.0,0,112.0,56.0,0,56.0,0,72.0,72.0,0,0.0,0,0.0,0,0,0.0,0,8.0,8.0,0,0.0,0,272309.0436051134,0.0
1868,1075,1086,326,3.2975460122699385,13,0.898989898989899,8,0.12608695652173912,0.7586206896551724,593,596.5942664418213,0.4703125,0.8195615514333895,0.9360082304526749,0.0,0.0,0.0,0.0,8340.0,50040.0,0.3729874776386404,8491.931460946593,33400.4532069481,22311.33750329408,2171.0042953726243,43974.39172914172,0.22596964586846544,0.418212478920742,0.19898819561551434,0.1163575042158516,0.04047217537942664,12898.0,3496.35006852793,0.0837070236772026,0.738717067583047,0.04384485666104553,0.6153846153846154,0.033783783783783786,0.05387205387205387,0.7686825927791404,0.6786288469994325,1.0,0.15384615384615385,11.538461538461538,0.38461538461538464,0.0,0,640.0,300.0,1.0,339.0,301.0,0.9966777408637874,0.5296875,0,0.0,0,388.0,140.0,1.0,263.0,0,148.0,80.0,0,68.0,0,56.0,48.0,0,8.0,0,24.0,24.0,0,0.0,0,8.0,8.0,0,0.0,0,272226.3176642523,0.0
1869,1105,1119,332,3.3283132530120483,8,0.8745762711864407,15,0.16379310344827586,0.7631578947368421,590,663.3050847457627,0.4485294117647059,0.8169491525423729,0.9414937759336099,0.0,0.0,0.0,0.0,10036.0,60216.0,0.40520025839793283,9049.615091035348,33146.253630596206,22153.032041989733,2167.516446155263,47479.85445962965,0.22596964586846544,0.418212478920742,0.19898819561551434,0.1163575042158516,0.04047217537942664,12747.0,3693.1836724142277,0.08476890361738776,0.7140376428411382,0.04576271186440678,0.5555555555555556,0.04067796610169491,0.05084745762711865,0.8104210854848862,0.7215185914806399,1.0,0.14814814814814814,11.222222222222221,0.48148148148148145,0.0,0,680.0,303.0,2.0,375.0,305.0,0.9934426229508196,0.5514705882352942,0,0.0,0,404.0,136.0,1.0,267.0,0,172.0,72.0,0,100.0,0,64.0,55.0,1.0,8.0,0,32.0,32.0,0,0.0,0,8.0,8.0,0,0.0,0,271313.92991916736,0.0
