year,currentPop,popFromStart,numHouseholds,averageHouseholdSize,marriageTally,marriagePropNow,divorceTally,shareSingleParents,shareFemaleSingleParent,taxPayers,taxBurden,familyCareRatio,employmentRate,shareWorkingHours,publicSocialCare,costPublicSocialCare,sharePublicSocialCare,costTaxFreeSocialCare,publicChildCare,costPublicChildCare,sharePublicChildCare,costTaxFreeChildCare,totalTaxRevenue,totalPensionRevenue,pensionExpenditure,totalHospitalizationCost,classShare_1,classShare_2,classShare_3,classShare_4,classShare_5,totalInformalChildCare,formalChildCare,childcareIncomeShare,shareInformalChildCare,shareCareGivers,ratioFemaleMaleCarers,shareMaleCarers,shareFemaleCarers,ratioWage,ratioIncome,shareFamilyCarer,share_over20Hours_FamilyCarers,averageHoursOfCare,share_40to64_carers,share_over65_carers,share_10PlusHours_over70,totalSocialCareNeed,totalInformalSocialCare,totalFormalSocialCare,totalUnmetSocialCareNeed,totalSocialCare,share_InformalSocialCare,share_UnmetSocialCareNeed,totalOWSC,shareOWSC,totalCostOWSC,q1_socialCareNeed,q1_informalSocialCare,q1_formalSocialCare,q1_unmetSocialCareNeed,q1_outOfWorkSocialCare,q2_socialCareNeed,q2_informalSocialCare,q2_formalSocialCare,q2_unmetSocialCareNeed,q2_outOfWorkSocialCare,q3_socialCareNeed,q3_informalSocialCare,q3_formalSocialCare,q3_unmetSocialCareNeed,q3_outOfWorkSocialCare,q4_socialCareNeed,q4_informalSocialCare,q4_formalSocialCare,q4_unmetSocialCareNeed,q4_outOfWorkSocialCare,q5_socialCareNeed,q5_informalSocialCare,q5_formalSocialCare,q5_unmetSocialCareNeed,q5_outOfWorkSocialCare,grossDomesticProduct,publicCareToGDP
1860,667,669,315,2.1174603174603175,5,0.9464882943143813,20,0.043795620437956206,1.0,598,0.0,1.0,0.8795986622073578,1.0,0,0.0,0.0,0.0,0,0.0,0,0,35250.82280608476,25151.44245169801,2414.704508789296,1600.0,0.21333333333333335,0.3933333333333333,0.22666666666666666,0.13,0.03666666666666667,0,0,0.0,0,0.005016722408026756,0.6666666666666666,0.0033444816053511705,0.006688963210702341,0.8009534678705024,0.7965146724901462,1.0,0.0,10.666666666666666,0.0,0.0,0,32.0,32.0,0,0.0,32.0,1.0,0.0,0,0.0,0,8.0,8.0,0,0.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,301872.71613671223,0.0
1861,718,723,329,2.182370820668693,5,0.8959731543624161,19,0.0730593607305936,1.0,596,14.008053691275167,0.8571428571428571,0.802013422818792,1.0,0,0.0,0.0,0.0,0,0.0,0,0,33892.73027041446,23431.615266365126,2233.5377855134557,3200.0,0.2140468227424749,0.391304347826087,0.22742474916387959,0.13043478260869565,0.03678929765886288,5440.0,0,0.0,1.0,0.008389261744966443,0.6,0.006711409395973154,0.010067114093959731,0.8044597848742567,0.6533302011495634,1.0,0.0,9.6,0.0,0.0,0,56.0,48.0,0,8.0,48.0,1.0,0.14285714285714285,0,0.0,0,8.0,0,0,8.0,0,40.0,40.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,280678.1240881253,0.0
1862,781,787,334,2.338323353293413,12,0.8787878787878788,17,0.087248322147651,0.8461538461538461,595,28.063193277310923,0.8181818181818182,0.8067226890756303,1.0,0,0.0,0.0,0.0,0,0.0,0.0,3383.133831943382,33215.28822232743,23321.51788616933,2227.0529311562873,5200.0,0.21308724832214765,0.39093959731543626,0.22818791946308725,0.13087248322147652,0.03691275167785235,6262.0,1550.4046608329177,0.03718431482369551,0.7704232283464567,0.011764705882352941,0.5714285714285714,0.010067114093959731,0.013468013468013467,0.7608281797111484,0.6401140016488732,1.0,0.0,10.285714285714286,0.0,0.0,0,88.0,72.0,0,16.0,72.0,1.0,0.18181818181818182,0,0.0,0,24.0,8.0,0,16.0,0,64.0,64.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,279214.0469716591,0.0
1863,835,842,340,2.4558823529411766,15,0.8552188552188552,22,0.10982658959537572,0.7368421052631579,594,28.110437710437708,0.8823529411764706,0.7946127946127947,0.9951271186440678,0,0.0,0.0,0.0,84.0,504.0,0.012295081967213073,5382.582282168145,33113.0395382878,23174.942461301463,2202.552895033749,7600.0,0.2134453781512605,0.3915966386554622,0.226890756302521,0.13109243697478992,0.03697478991596639,8825.0,2323.6456166390635,0.05753937086723419,0.7435962251432423,0.020202020202020204,0.5,0.020202020202020204,0.020202020202020204,0.7754714594364295,0.6368857969270539,1.0,0.0,10.0,0.16666666666666666,0.0,0,136.0,120.0,0,16.0,120.0,1.0,0.11764705882352941,0,0.0,0,24.0,8.0,0,16.0,0,56.0,56.0,0,0.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,276484.74577831395,0.0
1864,877,886,344,2.5494186046511627,10,0.8412162162162162,14,0.13829787234042554,0.7692307692307693,593,56.315682967959525,0.8,0.8296795952782462,0.9817073170731707,0,0.0,0.0,0.0,1420.0,8520.0,0.13632872503840243,7662.34368120205,33546.40104244553,23429.611371619478,2248.8591992493493,9341.560583296668,0.2138047138047138,0.39225589225589225,0.22727272727272727,0.13131313131313133,0.03535353535353535,9319.0,3150.907880845963,0.07437817661270228,0.699834785220787,0.023608768971332208,0.5714285714285714,0.020202020202020204,0.02702702702702703,0.8096074395490951,0.7014219990391894,1.0,0.0,9.142857142857142,0.35714285714285715,0.0,0,160.0,128.0,0,32.0,128.0,1.0,0.2,0,0.0,0,80.0,48.0,0,32.0,0,64.0,64.0,0,0.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,281794.33536982397,0.0
1865,924,934,349,2.64756446991404,14,0.8209459459459459,19,0.16417910447761194,0.8181818181818182,592,112.82162162162162,0.68,0.8277027027027027,0.9728571428571429,0,0.0,0.0,0.0,2548.0,15288.0,0.18958333333333333,8459.007218110244,32502.553336662557,22738.05972439298,2200.9965837689774,12323.417887051304,0.21416526138279932,0.39291736930860033,0.22765598650927488,0.12984822934232715,0.03541315345699832,9786.0,3515.6853792608354,0.08359283934015797,0.6790174854288094,0.02533783783783784,0.5333333333333333,0.02364864864864865,0.02702702702702703,0.7627297556707276,0.6661367419033567,1.0,0.0,9.066666666666666,0.26666666666666666,0.0,0,200.0,136.0,0,64.0,136.0,1.0,0.32,0,0.0,0,64.0,24.0,0,64.0,0,48.0,48.0,0,0.0,0,32.0,32.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,275284.9345382631,0.0
1866,966,980,354,2.7288135593220337,16,0.7972972972972973,21,0.19339622641509435,0.8048780487804879,590,206.95118644067796,0.5282258064516129,0.8135593220338984,0.9652083333333333,0,0.0,0.0,0.0,4632.0,27792.0,0.2913940613990941,8314.726569313496,32425.40165992988,22010.518384532377,2155.5530724345585,17083.99674127543,0.21452702702702703,0.3918918918918919,0.22804054054054054,0.13006756756756757,0.03547297297297297,10519.0,3349.526562329812,0.0827288015030505,0.703894539614561,0.023728813559322035,0.42857142857142855,0.027210884353741496,0.02027027027027027,0.7743972416019606,0.636472319855065,1.0,0.0,9.142857142857142,0.35714285714285715,0.0,0,248.0,128.0,2.495520116317014,117.0,130.495520116317,0.9808765840076914,0.4717741935483871,0,0.0,0,112.0,8.0,0,112.0,0,64.0,56.0,2.495520116317014,5.0,0,48.0,48.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,269860.6009937569,0.0
1867,1000,1015,341,2.932551319648094,24,0.8406779661016949,11,0.15492957746478872,0.8484848484848485,589,221.47707979626486,0.5404411764705882,0.830220713073005,0.9562372188139059,0,0.0,0.0,0.0,6372.0,38232.0,0.3449545257687311,8409.109692432876,32888.1613092231,22436.058745795573,2190.751967099602,19278.289082181425,0.21525423728813559,0.39152542372881355,0.2271186440677966,0.13050847457627118,0.03559322033898305,11340.0,3245.482119615224,0.08338076388302874,0.7186311787072244,0.027164685908319185,0.3125,0.03741496598639456,0.01694915254237288,0.8051282403915198,0.6791993764657238,1.0,0.0,9.0,0.375,0.0,0,272.0,144.0,2.345135626653266,125.0,146.34513562665327,0.9839753086659742,0.45955882352941174,0,0.0,0,96.0,32.0,0,112.0,0,48.0,32.0,2.345135626653266,13.0,0,48.0,48.0,0,0.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,274293.745158878,0.0
1868,1039,1058,342,3.038011695906433,14,0.826530612244898,15,0.17312072892938496,0.8421052631578947,585,149.8502564102564,0.8090909090909091,0.8307692307692308,0.9580246913580247,156.0,2652.0,0.3545454545454545,0.0,8032.0,48192.0,0.38160395286963134,8540.57269927302,32949.3050246264,22356.17050486036,2188.5600140661927,26880.180160847274,0.21392190152801357,0.3921901528013582,0.22750424448217318,0.1307300509337861,0.035653650254668934,11112.0,3518.9659280567635,0.08530410893759656,0.7025796661608498,0.035897435897435895,0.42857142857142855,0.041237113402061855,0.030612244897959183,0.8078144213981753,0.7195773555403884,1.0,0.0,9.523809523809524,0.47619047619047616,0.0,0,440.0,200.0,0,84.0,200.0,1.0,0.19090909090909092,0,0.0,0,136.0,56.0,0,84.0,0,176.0,96.0,0,0.0,0,32.0,32.0,0,0.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,273965.5614341031,0.009680048784664072
1869,1067,1091,342,3.1198830409356724,15,0.815068493150685,15,0.20842572062084258,0.8297872340425532,580,226.71310344827586,0.671875,0.8293103448275863,0.9507276507276508,76.0,1292.0,0.19791666666666663,0.0,9576.0,57456.0,0.41620305980528516,8111.326079735429,32656.06531214904,22039.915263585786,2159.7336742006114,24371.71771466598,0.21196581196581196,0.39487179487179486,0.22735042735042735,0.12991452991452992,0.035897435897435895,12455.0,3292.6164217860082,0.08101396016567074,0.7382053105737316,0.034482758620689655,0.45,0.03819444444444445,0.030821917808219176,0.8143930622968047,0.7080050463969583,1.0,0.0,8.85,0.55,0.0,0,384.0,177.0,4.587280748012201,126.0,181.5872807480122,0.9747378741004555,0.328125,0,0.0,0,208.0,36.0,2.0,110.0,0,120.0,101.0,2.5872807480122013,16.0,0,24.0,24.0,0,0.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,270513.0784673832,0.004776109189692214
