year,currentPop,popFromStart,numHouseholds,averageHouseholdSize,marriageTally,marriagePropNow,divorceTally,shareSingleParents,shareFemaleSingleParent,taxPayers,taxBurden,familyCareRatio,employmentRate,shareWorkingHours,publicSocialCare,costPublicSocialCare,sharePublicSocialCare,costTaxFreeSocialCare,publicChildCare,costPublicChildCare,sharePublicChildCare,costTaxFreeChildCare,totalTaxRevenue,totalPensionRevenue,pensionExpenditure,totalHospitalizationCost,classShare_1,classShare_2,classShare_3,classShare_4,classShare_5,totalInformalChildCare,formalChildCare,childcareIncomeShare,shareInformalChildCare,shareCareGivers,ratioFemaleMaleCarers,shareMaleCarers,shareFemaleCarers,ratioWage,ratioIncome,shareFamilyCarer,share_over20Hours_FamilyCarers,averageHoursOfCare,share_40to64_carers,share_over65_carers,share_10PlusHours_over70,totalSocialCareNeed,totalInformalSocialCare,totalFormalSocialCare,totalUnmetSocialCareNeed,totalSocialCare,share_InformalSocialCare,share_UnmetSocialCareNeed,totalOWSC,shareOWSC,totalCostOWSC,q1_socialCareNeed,q1_informalSocialCare,q1_formalSocialCare,q1_unmetSocialCareNeed,q1_outOfWorkSocialCare,q2_socialCareNeed,q2_informalSocialCare,q2_formalSocialCare,q2_unmetSocialCareNeed,q2_outOfWorkSocialCare,q3_socialCareNeed,q3_informalSocialCare,q3_formalSocialCare,q3_unmetSocialCareNeed,q3_outOfWorkSocialCare,q4_socialCareNeed,q4_informalSocialCare,q4_formalSocialCare,q4_unmetSocialCareNeed,q4_outOfWorkSocialCare,q5_socialCareNeed,q5_informalSocialCare,q5_formalSocialCare,q5_unmetSocialCareNeed,q5_outOfWorkSocialCare,grossDomesticProduct,publicCareToGDP
1860,658,658,314,2.0955414012738856,5,0.9533333333333334,19,0.06896551724137931,1.0,600,0.0,1.0,0.9,1.0,0,0.0,0.0,0.0,0,0.0,0,0,35672.923927995114,25704.516758133097,2468.248512674224,1200.0,0.23,0.39666666666666667,0.19666666666666666,0.13333333333333333,0.043333333333333335,0,0,0.0,0,0.0033333333333333335,1.0,0.0,0.006666666666666667,0.8363673142963142,0.834134010356139,1.0,0.0,12.0,0.0,0.0,0,24.0,24.0,0,0.0,24.0,1.0,0.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,308202.29195355094,0.0
1861,714,716,330,2.1636363636363636,4,0.8966666666666666,21,0.10476190476190476,0.8181818181818182,599,55.75158597662771,0.42857142857142855,0.8146911519198664,1.0,0,0.0,0.0,0.0,0,0.0,0,0,33879.12720976701,23872.413419193697,2272.284536826581,4069.9208415745597,0.23,0.39666666666666667,0.19666666666666666,0.13333333333333333,0.043333333333333335,4560.0,0,0.0,1.0,0.005008347245409015,0.6666666666666666,0.0033444816053511705,0.006666666666666667,0.8058152036531612,0.6768014252260087,1.0,0.0,8.0,0.3333333333333333,0.0,0,56.0,24.0,0,32.0,24.0,1.0,0.5714285714285714,0,0.0,0,32.0,0,0,32.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,284960.5628466904,0.0
1862,758,762,341,2.222873900293255,9,0.8561872909698997,20,0.11764705882352941,0.6666666666666666,597,55.93835845896147,0.5,0.8375209380234506,1.0,0,0.0,0.0,0.0,0,0.0,0.0,2874.672991756924,35070.069064193216,24268.734229737656,2326.394253949344,4583.193146964339,0.2303839732888147,0.39565943238731216,0.19699499165275458,0.1335559265442404,0.04340567612687813,6188.0,1291.6991073474144,0.02973081994778636,0.7900919305413687,0.006700167504187605,0.75,0.003355704697986577,0.010033444816053512,0.8058878675555561,0.6961804355574802,1.0,0.0,8.0,0.5,0.0,0,64.0,32.0,0,32.0,32.0,1.0,0.5,0,0.0,0,40.0,8.0,0,32.0,0,16.0,16.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,291959.00435650244,0.0
1863,811,816,345,2.3507246376811595,12,0.842809364548495,16,0.14,0.8095238095238095,597,69.92294807370185,0.6875,0.8324958123953099,0.99738430583501,0,0.0,0.0,0.0,60.0,360.0,0.009316770186335366,6307.366222770726,35164.850398971146,24118.413782941163,2313.0669589201043,8185.6266904876775,0.22948073701842547,0.3969849246231156,0.19765494137353434,0.1323283082077052,0.04355108877721943,6809.0,2635.163984718718,0.061290543453000265,0.6822645290581162,0.01675041876046901,0.6,0.013422818791946308,0.020066889632107024,0.7913228417796454,0.7094098413091776,1.0,0.0,8.8,0.3,0.0,0,128.0,88.0,0,40.0,88.0,1.0,0.3125,0,0.0,0,56.0,16.0,0,40.0,0,24.0,24.0,0,0.0,0,32.0,32.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,290503.4574733574,0.0
1864,862,867,334,2.5808383233532934,23,0.8795986622073578,12,0.10919540229885058,0.8421052631578947,597,118.86901172529313,0.6382978723404256,0.8140703517587939,0.9921810699588477,0,0.0,0.0,0.0,1236.0,7416.0,0.13794642857142858,6917.211888683255,35082.296464847735,23790.99018952205,2273.923889125859,12436.166708186467,0.22948073701842547,0.3969849246231156,0.19765494137353434,0.1323283082077052,0.04355108877721943,8336.0,2851.7869380642305,0.0691167918425822,0.6921288608435736,0.020100502512562814,0.5833333333333334,0.016778523489932886,0.023411371237458192,0.7819000550380752,0.677441313909072,1.0,0.0,10.0,0.25,0.0,0,188.0,120.0,0,68.0,120.0,1.0,0.3617021276595745,0,0.0,0,72.0,40.0,0,32.0,0,84.0,48.0,0,36.0,0,32.0,32.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,286032.4711216533,0.0
1865,912,918,343,2.6588921282798834,7,0.8461538461538461,16,0.14795918367346939,0.8620689655172413,596,133.0765100671141,0.7397260273972602,0.802013422818792,0.9732217573221758,0,0.0,0.0,0.0,2348.0,14088.0,0.1961898395721925,7286.428280569836,34054.06246208611,23020.637852710934,2199.569086077601,17901.42182552113,0.22948073701842547,0.3969849246231156,0.19765494137353434,0.1323283082077052,0.04355108877721943,9909.0,3089.3064945411493,0.07202524605446471,0.7232846715328467,0.04194630872483222,0.6,0.03367003367003367,0.05016722408026756,0.7815375461531631,0.6612303132864189,1.0,0.0,8.64,0.16,0.0,0,292.0,216.0,0,76.0,216.0,1.0,0.2602739726027397,0,0.0,0,148.0,88.0,0,68.0,0,48.0,48.0,0,0.0,0,56.0,48.0,0,8.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,276794.77188902115,0.0
1866,961,968,340,2.8264705882352943,16,0.8557046979865772,13,0.13493975903614458,0.8214285714285714,595,243.79899159663864,0.6181318681318682,0.8050420168067227,0.9686847599164927,0,0.0,0.0,0.0,3956.0,23736.0,0.26729729729729734,8319.008539666149,34569.415411485454,22674.924897924036,2199.2329256765124,23972.33072015138,0.22986577181208054,0.3959731543624161,0.19798657718120805,0.1325503355704698,0.0436241610738255,10538.0,3521.6144915437753,0.08388592714965479,0.7061109622085232,0.047058823529411764,0.5357142857142857,0.04377104377104377,0.050335570469798654,0.7894321432071248,0.6760898783350986,1.0,0.0,7.892857142857143,0.2857142857142857,0.0,0,364.0,221.0,3.5823338312290716,139.0,224.58233383122908,0.9840489063849467,0.38186813186813184,0,0.0,0,196.0,88.0,1.0,131.0,0,32.0,32.0,0,0.0,0,56.0,48.0,0,8.0,0,32.0,32.0,0,0.0,0,8.0,5.0,2.5823338312290716,0.0,0,276632.3532189393,0.0
1867,1005,1013,349,2.8796561604584525,7,0.825503355704698,16,0.16589861751152074,0.8055555555555556,595,252.5687394957983,0.6288659793814433,0.8084033613445378,0.9663201663201664,0,0.0,0.0,0.0,5720.0,34320.0,0.3251477944520237,9460.546842976519,34923.59388496352,22809.147726251787,2213.1327156223906,25238.11682657185,0.23025210084033612,0.3949579831932773,0.19831932773109243,0.13277310924369748,0.043697478991596636,11037.0,3753.9407567947324,0.08838870127230095,0.6953755040322581,0.04873949579831933,0.6206896551724138,0.037037037037037035,0.06040268456375839,0.7958218396694496,0.6872857608853838,1.0,0.0,8.344827586206897,0.3448275862068966,0.0,0,388.0,242.0,2.0,144.0,244.0,0.9918032786885246,0.3711340206185567,0,0.0,0,244.0,98.0,2.0,144.0,0,48.0,48.0,0,0.0,0,48.0,48.0,0,0.0,0,40.0,40.0,0,0.0,0,0.0,0,0,0.0,0,278477.89860036364,0.0
1868,1042,1054,349,2.98567335243553,18,0.8148148148148148,18,0.17857142857142858,0.8,591,340.8033840947546,0.5222772277227723,0.8071065989847716,0.9528301886792453,0,0.0,0.0,0.0,7308.0,43848.0,0.35837583366025894,8850.25298813903,33305.58800442281,21957.829004775405,2151.259534709826,27546.688021595073,0.23025210084033612,0.3949579831932773,0.19831932773109243,0.13277310924369748,0.043697478991596636,12003.0,3559.827320785875,0.0857445266884742,0.719431790937425,0.047377326565143825,0.6071428571428571,0.03741496598639456,0.05723905723905724,0.7895070914080847,0.6829560506464512,1.0,0.0,7.5,0.2857142857142857,0.0,0,404.0,210.0,1.0,193.0,211.0,0.995260663507109,0.4777227722772277,0,0.0,0,204.0,40.0,0,179.0,0,56.0,48.0,0,8.0,0,72.0,66.0,0,6.0,0,32.0,32.0,0,0.0,0,16.0,16.0,0,0.0,0,269855.26267733844,0.0
1869,1079,1096,341,3.164222873900293,15,0.8372881355932204,9,0.1598173515981735,0.8285714285714286,588,353.191156462585,0.5673913043478261,0.8197278911564626,0.9352697095435685,0,0.0,0.0,0.0,8932.0,53592.0,0.39093137254901966,8989.547737959509,32130.791343354886,21467.98452834971,2118.740927722373,31884.35381285294,0.23181049069373943,0.3925549915397631,0.1996615905245347,0.1319796954314721,0.043993231810490696,12460.0,3600.142977023489,0.08939383227939271,0.727973825660201,0.05782312925170068,0.5882352941176471,0.04778156996587031,0.06779661016949153,0.786837696578786,0.7008965121354226,1.0,0.0,7.676470588235294,0.38235294117647056,0.0,0,460.0,261.0,0,199.0,261.0,1.0,0.4326086956521739,0,0.0,0,260.0,96.0,0,164.0,0,120.0,89.0,0,31.0,0,56.0,52.0,0,4.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,264919.6755262748,0.0
