year,currentPop,popFromStart,numHouseholds,averageHouseholdSize,marriageTally,marriagePropNow,divorceTally,shareSingleParents,shareFemaleSingleParent,taxPayers,taxBurden,familyCareRatio,employmentRate,shareWorkingHours,publicSocialCare,costPublicSocialCare,sharePublicSocialCare,costTaxFreeSocialCare,publicChildCare,costPublicChildCare,sharePublicChildCare,costTaxFreeChildCare,totalTaxRevenue,totalPensionRevenue,pensionExpenditure,totalHospitalizationCost,classShare_1,classShare_2,classShare_3,classShare_4,classShare_5,totalInformalChildCare,formalChildCare,childcareIncomeShare,shareInformalChildCare,shareCareGivers,ratioFemaleMaleCarers,shareMaleCarers,shareFemaleCarers,ratioWage,ratioIncome,shareFamilyCarer,share_over20Hours_FamilyCarers,averageHoursOfCare,share_40to64_carers,share_over65_carers,share_10PlusHours_over70,totalSocialCareNeed,totalInformalSocialCare,totalFormalSocialCare,totalUnmetSocialCareNeed,totalSocialCare,share_InformalSocialCare,share_UnmetSocialCareNeed,totalOWSC,shareOWSC,totalCostOWSC,q1_socialCareNeed,q1_informalSocialCare,q1_formalSocialCare,q1_unmetSocialCareNeed,q1_outOfWorkSocialCare,q2_socialCareNeed,q2_informalSocialCare,q2_formalSocialCare,q2_unmetSocialCareNeed,q2_outOfWorkSocialCare,q3_socialCareNeed,q3_informalSocialCare,q3_formalSocialCare,q3_unmetSocialCareNeed,q3_outOfWorkSocialCare,q4_socialCareNeed,q4_informalSocialCare,q4_formalSocialCare,q4_unmetSocialCareNeed,q4_outOfWorkSocialCare,q5_socialCareNeed,q5_informalSocialCare,q5_formalSocialCare,q5_unmetSocialCareNeed,q5_outOfWorkSocialCare,grossDomesticProduct,publicCareToGDP
1860,659,660,322,2.046583850931677,7,0.9264214046822743,29,0.06722689075630252,1.0,599,0.0,1.0,0.8931552587646077,1.0,0,0.0,0.0,0.0,0,0.0,0,0,37747.33614564881,26250.825754277816,2502.233672898233,2000.0,0.21666666666666667,0.36333333333333334,0.21333333333333335,0.15333333333333332,0.05333333333333334,0,0,0.0,0,0.00667779632721202,0.5,0.006666666666666667,0.006688963210702341,0.8209493060669981,0.8115790054811606,1.0,0.0,10.0,0.0,0.0,0,40.0,40.0,0,0.0,40.0,1.0,0.0,0,0.0,0,32.0,32.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,314221.52918975026,0.0
1861,711,713,326,2.1809815950920246,10,0.9096989966555183,14,0.10309278350515463,0.9,598,0.0,1.0,0.8260869565217391,1.0,0,0.0,0.0,0.0,0,0.0,0,0,36112.89285557384,24779.08410310943,2341.385435483917,3600.0,0.21535893155258765,0.3639398998330551,0.21368948247078465,0.15358931552587646,0.05342237061769616,4800.0,0,0.0,1.0,0.011705685618729096,0.5714285714285714,0.010033444816053512,0.013377926421404682,0.8114596836002825,0.6785968391434494,1.0,0.0,10.285714285714286,0.0,0.0,0,72.0,72.0,0,0.0,72.0,1.0,0.0,0,0.0,0,24.0,24.0,0,0.0,0,32.0,32.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,295018.1129801156,0.0
1862,761,764,327,2.327217125382263,13,0.903010033444816,14,0.07604562737642585,0.7,597,34.96147403685092,0.8484848484848485,0.8257956448911222,1.0,0,0.0,0.0,0.0,0,0.0,0.0,3229.523132514318,36367.81305036949,24880.68578481608,2346.5356480018027,7010.271395486576,0.2157190635451505,0.362876254180602,0.2140468227424749,0.15384615384615385,0.05351170568561873,5801.0,1362.73125089163,0.03164926728649451,0.7632894736842105,0.01675041876046901,0.4,0.020134228187919462,0.013377926421404682,0.7888228695140063,0.6677355835752208,1.0,0.1,11.2,0.2,0.0,0,132.0,112.0,0,20.0,112.0,1.0,0.15151515151515152,0,0.0,0,44.0,32.0,0,20.0,0,48.0,48.0,0,0.0,0,0.0,0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,295879.6552204947,0.0
1863,808,812,335,2.4119402985074627,10,0.8729096989966555,18,0.13166144200626959,0.8095238095238095,596,77.04429530201342,0.7027027027027027,0.8204697986577181,0.9936605316973415,0,0.0,0.0,0.0,60.0,360.0,0.009481668773704155,4718.997458512933,37170.65009475718,24970.59807929575,2343.1162946772606,8514.493807307712,0.21608040201005024,0.36348408710217756,0.21440536013400335,0.152428810720268,0.05360134003350084,7704.0,2013.6463154505589,0.04377518080765884,0.7444916892153073,0.020134228187919462,0.25,0.030303030303030304,0.010033444816053512,0.8032706600631158,0.6597872195155454,1.0,0.0,8.666666666666666,0.16666666666666666,0.0,0,148.0,104.0,0,44.0,104.0,1.0,0.2972972972972973,0,0.0,0,68.0,24.0,0,44.0,0,48.0,48.0,0,0.0,0,8.0,8.0,0,0.0,0,8.0,8.0,0,0.0,0,8.0,8.0,0,0.0,0,296432.01605649607,0.0
1864,851,856,340,2.5029411764705882,11,0.8528428093645485,16,0.14367816091954022,0.84,595,56.126386554621845,0.8048780487804879,0.8319327731092437,0.984040404040404,0,0.0,0.0,0.0,1332.0,7992.0,0.14503484320557491,6269.396229780717,37868.529920106404,25206.597868505447,2367.9335926712065,9253.954144503137,0.21644295302013422,0.3624161073825503,0.21476510067114093,0.15268456375838926,0.053691275167785234,8384.0,2670.376653383806,0.05769600959694465,0.7170715018816285,0.021848739495798318,0.3076923076923077,0.030405405405405407,0.013377926421404682,0.809475928989519,0.679814150006521,1.0,0.0,10.153846153846153,0.23076923076923078,0.0,0,164.0,132.0,0,32.0,132.0,1.0,0.1951219512195122,0,0.0,0,92.0,60.0,0,32.0,0,48.0,48.0,0,0.0,0,8.0,8.0,0,0.0,0,8.0,8.0,0,0.0,0,8.0,8.0,0,0.0,0,299804.2674001246,0.0
1865,892,902,339,2.631268436578171,13,0.8456375838926175,12,0.16129032258064516,0.8666666666666667,591,211.89847715736042,0.5588235294117647,0.8274111675126904,0.9742331288343559,0,0.0,0.0,0.0,2356.0,14136.0,0.19918836658775785,7450.036552544424,37585.16162572381,24599.942168963942,2323.27503410649,17980.660209780606,0.21680672268907564,0.3630252100840336,0.21512605042016808,0.15126050420168066,0.05378151260504202,9116.0,3016.8122259546008,0.06687001310588234,0.7060099132589839,0.023688663282571912,0.2857142857142857,0.034129692832764506,0.013422818791946308,0.7962599525803432,0.6825581840967495,1.0,0.14285714285714285,10.857142857142858,0.14285714285714285,0.0,0,272.0,152.0,0,120.0,152.0,1.0,0.4411764705882353,0,0.0,0,156.0,72.0,0,92.0,0,84.0,56.0,0,28.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,8.0,8.0,0,0.0,0,294338.21403027675,0.0
1866,944,955,338,2.7928994082840237,13,0.8484848484848485,12,0.15,0.8666666666666667,590,268.8596610169492,0.4722222222222222,0.8135593220338984,0.973125,0,0.0,0.0,0.0,4108.0,24648.0,0.2885642034279292,7877.36331770962,37150.71600903356,24083.207156980818,2280.8398283363967,20332.2829044746,0.21658206429780033,0.3604060913705584,0.21658206429780033,0.15228426395939088,0.05414551607445008,9770.0,3120.938088639231,0.07248240857444038,0.7075608342989571,0.023728813559322035,0.2857142857142857,0.034129692832764506,0.013468013468013467,0.7569895420091247,0.6435715937668414,1.0,0.14285714285714285,9.714285714285714,0.14285714285714285,0.0,0,288.0,136.0,0,152.0,136.0,1.0,0.5277777777777778,0,0.0,0,156.0,56.0,0,132.0,0,68.0,48.0,0,20.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,8.0,8.0,0,0.0,0,289147.0709117251,0.0
1867,977,989,338,2.8905325443786984,14,0.847972972972973,14,0.15865384615384615,0.8484848484848485,589,439.41052631578947,0.3673469387755102,0.831918505942275,0.9524489795918367,0.0,0.0,0.0,0.0,5668.0,34008.0,0.3371401379966691,8202.871655126995,37556.22200926092,24278.663748018673,2301.5869727585045,29076.77350075826,0.21525423728813559,0.3610169491525424,0.21694915254237288,0.15254237288135594,0.05423728813559322,11147.0,3234.236793152396,0.07303668777700892,0.7245839833593344,0.025466893039049237,0.26666666666666666,0.03754266211604096,0.013513513513513514,0.8082016000922421,0.6655244248433194,1.0,0.13333333333333333,9.6,0.26666666666666666,0.0,0,392.0,144.0,0,248.0,144.0,1.0,0.6326530612244898,0,0.0,0,276.0,64.0,0,248.0,0,16.0,16.0,0,0.0,0,32.0,32.0,0,0.0,0,0.0,0,0,0.0,0,8.0,8.0,0,0.0,0,291709.8733569186,0.0
1868,1008,1025,342,2.9473684210526314,7,0.8203389830508474,11,0.19489559164733178,0.8333333333333334,584,455.68150684931504,0.4097222222222222,0.8407534246575342,0.94969450101833,0.0,0.0,0.0,0.0,7128.0,42768.0,0.3603640040444894,7986.7880330090165,36865.785414692815,23997.565640272805,2293.3317606796177,31661.07218096483,0.21392190152801357,0.3616298811544992,0.21731748726655348,0.15280135823429541,0.05432937181663837,11113.0,3256.42615972742,0.07065901793125201,0.7229378090033828,0.02910958904109589,0.35294117647058826,0.03806228373702422,0.020338983050847456,0.8059414288899158,0.7028767714827632,1.0,0.11764705882352941,10.352941176470589,0.4117647058823529,0.0,0,432.0,176.0,1.0,255.0,177.0,0.9943502824858758,0.5902777777777778,0,0.0,0,280.0,88.0,1.0,223.0,0,40.0,24.0,0,32.0,0,40.0,40.0,0,0.0,0,8.0,8.0,0,0.0,0,8.0,8.0,0,0.0,0,289739.9220449351,0.0
1869,1037,1055,331,3.132930513595166,19,0.8576271186440678,8,0.1542056074766355,0.8181818181818182,584,514.6520547945205,0.45038167938931295,0.839041095890411,0.9546938775510204,0.0,0.0,0.0,0.0,8696.0,52176.0,0.4010330197380557,8806.008032174002,37061.55533250734,23682.61548770019,2284.100251845372,37679.36360916965,0.21232876712328766,0.3613013698630137,0.2191780821917808,0.1541095890410959,0.053082191780821915,11181.0,3359.5130847956134,0.0771905362228022,0.7081960983025082,0.03767123287671233,0.2727272727272727,0.05536332179930796,0.020338983050847456,0.8048274683441093,0.6864340979951353,1.0,0.09090909090909091,10.727272727272727,0.5909090909090909,0.0,0,524.0,236.0,0,288.0,236.0,1.0,0.549618320610687,0,0.0,0,272.0,40.0,0,268.0,0,100.0,92.0,0,8.0,0,76.0,64.0,0,12.0,0,0.0,0,0,0.0,0,16.0,16.0,0,0.0,0,288496.13626243075,0.0
