year,currentPop,popFromStart,numHouseholds,averageHouseholdSize,marriageTally,marriagePropNow,divorceTally,shareSingleParents,shareFemaleSingleParent,taxPayers,taxBurden,familyCareRatio,employmentRate,shareWorkingHours,publicSocialCare,costPublicSocialCare,sharePublicSocialCare,costTaxFreeSocialCare,publicChildCare,costPublicChildCare,sharePublicChildCare,costTaxFreeChildCare,totalTaxRevenue,totalPensionRevenue,pensionExpenditure,totalHospitalizationCost,classShare_1,classShare_2,classShare_3,classShare_4,classShare_5,totalInformalChildCare,formalChildCare,childcareIncomeShare,shareInformalChildCare,shareCareGivers,ratioFemaleMaleCarers,shareMaleCarers,shareFemaleCarers,ratioWage,ratioIncome,shareFamilyCarer,share_over20Hours_FamilyCarers,averageHoursOfCare,share_40to64_carers,share_over65_carers,share_10PlusHours_over70,totalSocialCareNeed,totalInformalSocialCare,totalFormalSocialCare,totalUnmetSocialCareNeed,totalSocialCare,share_InformalSocialCare,share_UnmetSocialCareNeed,totalOWSC,shareOWSC,totalCostOWSC,q1_socialCareNeed,q1_informalSocialCare,q1_formalSocialCare,q1_unmetSocialCareNeed,q1_outOfWorkSocialCare,q2_socialCareNeed,q2_informalSocialCare,q2_formalSocialCare,q2_unmetSocialCareNeed,q2_outOfWorkSocialCare,q3_socialCareNeed,q3_informalSocialCare,q3_formalSocialCare,q3_unmetSocialCareNeed,q3_outOfWorkSocialCare,q4_socialCareNeed,q4_informalSocialCare,q4_formalSocialCare,q4_unmetSocialCareNeed,q4_outOfWorkSocialCare,q5_socialCareNeed,q5_informalSocialCare,q5_formalSocialCare,q5_unmetSocialCareNeed,q5_outOfWorkSocialCare,grossDomesticProduct,publicCareToGDP
1860,671,673,312,2.1506410256410255,3,0.9565217391304348,15,0.0,0,598,0.0,1.0,0.8762541806020067,1.0,0,0.0,0.0,0.0,0,0.0,0,0,38979.49305923855,26822.407286921785,2517.332392522964,2000.0,0.18666666666666668,0.33666666666666667,0.26,0.15666666666666668,0.06,0,0,0.0,0,0.005016722408026756,0.0,0.010033444816053512,0.0,0.7696282669105344,0.7672707029498006,1.0,0.0,13.333333333333334,0.0,0.0,0,40.0,40.0,0,0.0,40.0,1.0,0.0,0,0.0,0,16.0,16.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,317535.1395984571,0.0
1861,732,735,319,2.2946708463949843,5,0.9328859060402684,12,0.05084745762711865,0.8333333333333334,597,27.969179229480734,0.8333333333333334,0.7956448911222781,1.0,0,0.0,0.0,0.0,0,0.0,0,0,37277.79559932896,25087.646058624126,2332.73199509724,5600.0,0.18561872909698995,0.33612040133779264,0.2608695652173913,0.15719063545150502,0.06020066889632107,5840.0,0,0.0,1.0,0.011725293132328308,0.42857142857142855,0.013377926421404682,0.010067114093959731,0.7704298745330778,0.6256469690689961,1.0,0.0,11.428571428571429,0.14285714285714285,0.0,0,96.0,80.0,0,16.0,80.0,1.0,0.16666666666666666,0,0.0,0,64.0,48.0,0,16.0,0,16.0,16.0,0,0.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,295611.17468439095,0.0
1862,797,801,329,2.4224924012158056,7,0.8959731543624161,17,0.07028753993610223,0.8181818181818182,596,56.03221476510067,0.7777777777777778,0.7969798657718121,0.9993684210526316,0,0.0,0.0,0.0,0,0.0,0.0,4078.5217830406414,37923.06589844245,25262.52143224725,2345.2185494008963,8410.17134415086,0.18425460636515914,0.33668341708542715,0.2613065326633166,0.1574539363484087,0.06030150753768844,6894.0,1719.7816488499864,0.03925742607541647,0.7619363395225465,0.016778523489932886,0.3,0.02348993288590604,0.010067114093959731,0.7286886717304434,0.6069422950511134,1.0,0.0,11.2,0.0,0.0,0,144.0,112.0,0,32.0,112.0,1.0,0.2222222222222222,0,0.0,0,64.0,40.0,0,32.0,0,40.0,40.0,0,0.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,297625.9339074662,0.0
1863,853,859,336,2.5386904761904763,10,0.8657718120805369,17,0.08488063660477453,0.875,594,112.44175084175083,0.5789473684210527,0.7962962962962963,0.9976744186046511,0,0.0,0.0,0.0,60.0,360.0,0.007936507936507908,7220.493871028353,38944.61480923388,25375.375490626906,2351.4092101521737,9765.109442163452,0.18456375838926176,0.33557046979865773,0.26174496644295303,0.15771812080536912,0.06040268456375839,9086.0,2915.470751999175,0.06461048853310376,0.7109546165884194,0.015151515151515152,0.3333333333333333,0.02027027027027027,0.010067114093959731,0.7665015232340572,0.6204071634899104,1.0,0.0,9.777777777777779,0.1111111111111111,0.0,0,152.0,88.0,0,64.0,88.0,1.0,0.42105263157894735,0,0.0,0,104.0,56.0,0,48.0,0,24.0,24.0,0,0.0,0,24.0,8.0,0,16.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,299411.10485617496,0.0
1864,905,912,336,2.693452380952381,13,0.8624161073825504,13,0.10421836228287841,0.9523809523809523,593,112.63136593591905,0.6923076923076923,0.8094435075885329,0.9852083333333334,0,0.0,0.0,0.0,1496.0,8976.0,0.13290689410092393,8216.079228137824,39405.200527980145,25498.940483561713,2368.5403112668023,13121.479659241342,0.1835016835016835,0.335016835016835,0.26262626262626265,0.15824915824915825,0.06060606060606061,10268.0,3316.75150343391,0.07358027137952265,0.7130555555555556,0.025295109612141653,0.26666666666666666,0.03728813559322034,0.013422818791946308,0.7538247832889927,0.6417403052126187,1.0,0.0,9.6,0.13333333333333333,0.0,0,208.0,144.0,0,64.0,144.0,1.0,0.3076923076923077,0,0.0,0,88.0,48.0,0,40.0,0,56.0,40.0,0,16.0,0,24.0,16.0,0,8.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,301577.4402137418,0.0
1865,947,956,342,2.7690058479532165,9,0.8355704697986577,16,0.14251781472684086,0.9666666666666667,591,231.32250423011845,0.49615384615384617,0.8206429780033841,0.971958762886598,0,0.0,0.0,0.0,2808.0,16848.0,0.19360176503033644,9661.450179418127,37899.93814544237,25056.66237855747,2336.9012407669293,18081.860966896118,0.18381112984822934,0.33558178752107926,0.2630691399662732,0.15851602023608768,0.05902192242833052,10842.0,3773.2765893173873,0.08267578426105922,0.6803463855421686,0.023688663282571912,0.21428571428571427,0.03754266211604096,0.010067114093959731,0.75383342535086,0.6338013360059713,1.0,0.0,9.142857142857142,0.14285714285714285,0.0,0,260.0,128.0,1.0,131.0,129.0,0.9922480620155039,0.5038461538461538,0,0.0,0,104.0,24.0,0,88.0,0,116.0,88.0,0,28.0,0,24.0,24.0,0,0.0,0,24.0,8.0,1.0,15.0,0,0.0,0,0,0.0,0,296415.64480698126,0.0
1866,984,996,343,2.868804664723032,14,0.8282828282828283,15,0.1716937354988399,0.918918918918919,589,216.16162988115448,0.6038961038961039,0.833616298811545,0.9610997963340122,0,0.0,0.0,0.0,5016.0,30096.0,0.28708791208791207,9404.549315135182,40143.05765454699,25325.14130757612,2378.942448701285,20730.352711110354,0.1844331641285956,0.3333333333333333,0.2639593908629442,0.15905245346869712,0.05922165820642978,11129.0,3534.135420960371,0.07594544262651488,0.7001132360342225,0.03395585738539898,0.4,0.0410958904109589,0.026936026936026935,0.7924356815800698,0.6836968173766157,1.0,0.05,9.2,0.25,0.0,0,308.0,184.0,2.0,122.0,186.0,0.989247311827957,0.3961038961038961,0,0.0,0,120.0,40.0,0,96.0,0,124.0,96.0,2.0,26.0,0,48.0,48.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,303227.5223963336,0.0
1867,1020,1035,341,2.9912023460410557,18,0.8305084745762712,16,0.17312072892938496,0.8947368421052632,586,292.0655290102389,0.5060240963855421,0.841296928327645,0.9555780933062881,0,0.0,0.0,0.0,6908.0,41448.0,0.3474849094567405,8800.800000000152,39537.470741263314,25194.222364295063,2371.518105374666,23381.47605311999,0.18505942275042445,0.33276740237691,0.26485568760611206,0.15789473684210525,0.059422750424448216,11426.0,3448.17631489346,0.07617671596931895,0.7065298046005442,0.027303754266211604,0.4375,0.030927835051546393,0.023728813559322035,0.7740247039208886,0.7023523695923755,1.0,0.0625,10.5,0.375,0.0,0,332.0,168.0,0,164.0,168.0,1.0,0.4939759036144578,0,0.0,0,160.0,64.0,0,152.0,0,32.0,32.0,0,0.0,0,68.0,56.0,0,12.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,301662.8012656292,0.0
1868,1059,1075,338,3.133136094674556,18,0.8401360544217688,15,0.19413092550790068,0.8604651162790697,585,381.7613675213675,0.5046296296296297,0.8324786324786325,0.9548254620123203,0.0,0.0,0.0,0.0,8748.0,52488.0,0.39547920433996386,8971.056547213042,40257.77972015102,25167.52377591085,2369.8160621155903,29549.08524038527,0.18600682593856654,0.3293515358361775,0.26621160409556316,0.15870307167235495,0.059726962457337884,11606.0,3362.5147321394957,0.07041046921249612,0.7037351443123939,0.03418803418803419,0.45,0.037800687285223365,0.030612244897959183,0.8006958402492653,0.6968380430954453,1.0,0.05,10.8,0.4,0.0,0,432.0,216.0,2.0,214.0,218.0,0.9908256880733946,0.49537037037037035,0,0.0,0,200.0,104.0,0,136.0,0,24.0,16.0,0,8.0,0,128.0,56.0,2.0,70.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,302118.92817715777,0.0
1869,1089,1105,336,3.2410714285714284,18,0.8469387755102041,16,0.1838074398249453,0.8095238095238095,585,445.982905982906,0.4318181818181818,0.8307692307692308,0.9458847736625514,0.0,0.0,0.0,0.0,10328.0,61968.0,0.4249506254114549,8642.854234891345,40377.77777403849,25165.611877024152,2365.0189372747736,31406.646556403084,0.18461538461538463,0.3299145299145299,0.26666666666666666,0.15897435897435896,0.05982905982905983,12254.0,3148.373671977756,0.07028110911032892,0.7134373544480671,0.03076923076923077,0.4444444444444444,0.03436426116838488,0.027210884353741496,0.8038698329237189,0.6954124309843898,1.0,0.05555555555555555,10.444444444444445,0.5,0.0,0,440.0,188.0,2.0,250.0,190.0,0.9894736842105263,0.5681818181818182,0,0.0,0,200.0,56.0,0,144.0,0,72.0,44.0,0,28.0,0,120.0,48.0,2.0,70.0,0,24.0,24.0,0,8.0,0,0.0,0,0,0.0,0,301745.689246789,0.0
