year,currentPop,popFromStart,numHouseholds,averageHouseholdSize,marriageTally,marriagePropNow,divorceTally,shareSingleParents,shareFemaleSingleParent,taxPayers,taxBurden,familyCareRatio,employmentRate,shareWorkingHours,publicSocialCare,costPublicSocialCare,sharePublicSocialCare,costTaxFreeSocialCare,publicChildCare,costPublicChildCare,sharePublicChildCare,costTaxFreeChildCare,totalTaxRevenue,totalPensionRevenue,pensionExpenditure,totalHospitalizationCost,classShare_1,classShare_2,classShare_3,classShare_4,classShare_5,totalInformalChildCare,formalChildCare,childcareIncomeShare,shareInformalChildCare,shareCareGivers,ratioFemaleMaleCarers,shareMaleCarers,shareFemaleCarers,ratioWage,ratioIncome,shareFamilyCarer,share_over20Hours_FamilyCarers,averageHoursOfCare,share_40to64_carers,share_over65_carers,share_10PlusHours_over70,totalSocialCareNeed,totalInformalSocialCare,totalFormalSocialCare,totalUnmetSocialCareNeed,totalSocialCare,share_InformalSocialCare,share_UnmetSocialCareNeed,totalOWSC,shareOWSC,totalCostOWSC,q1_socialCareNeed,q1_informalSocialCare,q1_formalSocialCare,q1_unmetSocialCareNeed,q1_outOfWorkSocialCare,q2_socialCareNeed,q2_informalSocialCare,q2_formalSocialCare,q2_unmetSocialCareNeed,q2_outOfWorkSocialCare,q3_socialCareNeed,q3_informalSocialCare,q3_formalSocialCare,q3_unmetSocialCareNeed,q3_outOfWorkSocialCare,q4_socialCareNeed,q4_informalSocialCare,q4_formalSocialCare,q4_unmetSocialCareNeed,q4_outOfWorkSocialCare,q5_socialCareNeed,q5_informalSocialCare,q5_formalSocialCare,q5_unmetSocialCareNeed,q5_outOfWorkSocialCare,grossDomesticProduct,publicCareToGDP
1860,669,669,313,2.137380191693291,2,0.9566666666666667,15,0.043478260869565216,1.0,600,0.0,1.0,0.8783333333333333,1.0,0,0.0,0.0,0.0,0,0.0,0,0,36592.448007618426,25736.81090450945,2458.0336228481083,2000.0,0.20333333333333334,0.38,0.24,0.13,0.04666666666666667,0,0,0.0,0,0.006666666666666667,0.5,0.006666666666666667,0.006666666666666667,0.7669252208249289,0.7700174470536709,1.0,0.0,10.0,0.0,0.0,0,40.0,40.0,0,0.0,40.0,1.0,0.0,0,0.0,0,24.0,24.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,308132.6211969384,0.0
1861,728,730,324,2.246913580246914,6,0.919732441471572,17,0.10619469026548672,0.75,599,27.875792988313854,0.8461538461538461,0.8030050083472454,1.0,0,0.0,0.0,0.0,0,0.0,0,0,34486.59956072886,24232.303192930216,2282.4168333927114,6000.0,0.20333333333333334,0.38,0.24,0.13,0.04666666666666667,5440.0,0,0.0,1.0,0.015025041736227046,0.3333333333333333,0.02,0.010033444816053512,0.7634597056439374,0.6336092095162404,1.0,0.0,9.777777777777779,0.1111111111111111,0.0,0,104.0,88.0,0,16.0,88.0,1.0,0.15384615384615385,0,0.0,0,40.0,24.0,0,16.0,0,40.0,40.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,286940.5288695719,0.0
1862,790,794,333,2.3723723723723724,8,0.8859060402684564,17,0.12903225806451613,0.8,597,41.95376884422111,0.85,0.7939698492462312,1.0,0,0.0,0.0,0.0,0,0.0,0.0,3606.3165907172697,34597.58082819135,23804.487274117033,2252.7647541138,9200.0,0.2036727879799666,0.3806343906510851,0.2387312186978297,0.1302170283806344,0.04674457429048414,6683.0,1536.7508985479021,0.03771881296519209,0.7692219152854513,0.021775544388609715,0.38461538461538464,0.026755852842809364,0.016778523489932886,0.7299568966295785,0.6078425545085158,1.0,0.0,10.461538461538462,0.38461538461538464,0.0,0,160.0,136.0,0,24.0,136.0,1.0,0.15,0,0.0,0,72.0,56.0,0,24.0,0,32.0,32.0,0,0.0,0,32.0,32.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,283624.1009073374,0.0
1863,846,851,335,2.5253731343283583,12,0.8791946308724832,14,0.12256267409470752,0.8181818181818182,597,139.8458961474037,0.6,0.7906197654941374,0.9930614406779661,0,0.0,0.0,0.0,24.0,144.0,0.0033482142857143016,6327.828922517762,34701.1292561146,23492.07854598642,2233.207741952775,12869.430844965778,0.20435510887772193,0.3785594639865997,0.23953098827470687,0.1306532663316583,0.04690117252931323,8877.0,2562.87173061968,0.06034905166675949,0.723825831702544,0.021775544388609715,0.23076923076923078,0.033444816053511704,0.010067114093959731,0.7426970821222753,0.6052358626687243,1.0,0.0,9.23076923076923,0.46153846153846156,0.0,0,200.0,120.0,0,80.0,120.0,1.0,0.4,0,0.0,0,112.0,40.0,0,72.0,0,72.0,64.0,0,8.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,281447.4005360896,0.0
1864,906,913,343,2.641399416909621,13,0.8513513513513513,21,0.16216216216216217,0.7878787878787878,595,135.05411764705883,0.6681034482758621,0.7848739495798319,0.9867237687366167,0,0.0,0.0,0.0,1504.0,9024.0,0.13988095238095233,8024.724147193208,33753.3917769227,22774.500922860127,2182.044525020858,14731.731086684957,0.20435510887772193,0.3785594639865997,0.23953098827470687,0.1306532663316583,0.04690117252931323,9559.0,3275.1145861502087,0.07933422699923574,0.6922798377752027,0.031932773109243695,0.3684210526315789,0.04013377926421405,0.02364864864864865,0.6971339623058478,0.5738586192760711,1.0,0.0,8.157894736842104,0.3684210526315789,0.0,0,232.0,155.0,0,77.0,155.0,1.0,0.33189655172413796,0,0.0,0,120.0,59.0,0,69.0,0,64.0,56.0,0,8.0,0,32.0,32.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,274556.8376690049,0.0
1865,942,951,340,2.7705882352941176,18,0.8610169491525423,15,0.15196078431372548,0.8064516129032258,594,168.66262626262628,0.6470588235294118,0.8131313131313131,0.9683229813664597,0,0.0,0.0,0.0,2692.0,16152.0,0.19316877152698053,9170.196851994244,35194.47928943138,23415.63023119747,2240.068985765929,17939.654368928765,0.20336134453781513,0.3798319327731092,0.24033613445378152,0.12941176470588237,0.047058823529411764,11456.0,3549.918992564923,0.08560399465425174,0.7104936740262962,0.030303030303030304,0.5,0.030100334448160536,0.030508474576271188,0.7525047863741013,0.6180842843008476,1.0,0.0,9.777777777777779,0.3888888888888889,0.0,0,272.0,176.0,0,96.0,176.0,1.0,0.35294117647058826,0,0.0,0,112.0,56.0,0,72.0,0,104.0,80.0,0,24.0,0,8.0,8.0,0,0.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,282353.9928295241,0.0
1866,976,987,348,2.8045977011494254,11,0.8271186440677966,19,0.19069767441860466,0.8048780487804879,592,218.5918918918919,0.6025641025641025,0.8344594594594594,0.952834008097166,0,0.0,0.0,0.0,4740.0,28440.0,0.2734194739270881,9021.213945936923,34778.23488561753,23592.844781164025,2259.60459687939,21278.134699634746,0.2037037037037037,0.3787878787878788,0.24074074074074073,0.12962962962962962,0.04713804713804714,10787.0,3656.144915746441,0.08328390789197355,0.6898823228447173,0.033783783783783786,0.35,0.04377104377104377,0.023728813559322035,0.7672798793327388,0.6501558246783345,1.0,0.0,9.4,0.55,0.0,0,312.0,188.0,0,124.0,188.0,1.0,0.3974358974358974,0,0.0,0,120.0,44.0,0,108.0,0,112.0,96.0,0,16.0,0,16.0,16.0,0,0.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,284069.3276712594,0.0
1867,1013,1027,346,2.9277456647398843,18,0.823728813559322,16,0.20956719817767655,0.8260869565217391,589,193.12801358234293,0.7038043478260869,0.8370118845500849,0.952738336713996,0,0.0,0.0,0.0,6636.0,39816.0,0.34093711467324295,9280.066196467773,35783.74028550579,23628.527557002657,2271.422540809358,24347.23423574929,0.20439189189189189,0.3783783783783784,0.24155405405405406,0.12837837837837837,0.0472972972972973,10970.0,3709.263106205607,0.08718403543674147,0.6983702571937866,0.042444821731748725,0.4,0.05102040816326531,0.03389830508474576,0.7700475114512008,0.6712642100623805,1.0,0.0,10.32,0.44,0.0,0,368.0,258.0,1.0,109.0,259.0,0.9961389961389961,0.296195652173913,0,0.0,0,120.0,72.0,0,88.0,0,128.0,115.0,0,13.0,0,40.0,32.0,0,8.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,286050.87693752546,0.0
1868,1047,1066,340,3.0794117647058825,18,0.8299319727891157,13,0.19775280898876405,0.8181818181818182,584,275.1958904109589,0.6592920353982301,0.8253424657534246,0.950207468879668,0,0.0,0.0,0.0,8576.0,51456.0,0.39925512104283056,8607.211338939836,33600.38327596207,22699.802745441342,2198.661748074045,29730.72359231533,0.2037351443123939,0.37860780984719866,0.2427843803056027,0.12903225806451613,0.04584040747028863,11257.0,3356.5885749087374,0.07947956944359659,0.6990188772975658,0.04965753424657534,0.3793103448275862,0.06206896551724138,0.03741496598639456,0.7519494288957669,0.6630453649921718,1.0,0.0,10.137931034482758,0.4482758620689655,0.0,0,452.0,294.0,4.0,154.0,298.0,0.9865771812080537,0.3407079646017699,0,0.0,0,204.0,80.0,2.0,138.0,0,160.0,144.0,0,16.0,0,64.0,62.0,2.0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,275596.06013380794,0.0
1869,1080,1100,333,3.2432432432432434,15,0.8532423208191127,8,0.16179775280898875,0.8611111111111112,583,345.47993138936533,0.6672413793103448,0.8216123499142367,0.9465553235908142,80.0,1360.0,0.13793103448275867,0.0,10032.0,60192.0,0.4229342327150084,9077.595623862118,32947.84641255784,22438.07865653684,2174.4715176106474,37307.871968620355,0.20376712328767124,0.3801369863013699,0.24315068493150685,0.1267123287671233,0.046232876712328765,12005.0,3477.2164519853345,0.08149090398956847,0.7142432175154688,0.0548885077186964,0.46875,0.05862068965517241,0.051194539249146756,0.7965211355865992,0.6790503708776632,1.0,0.03125,9.375,0.4375,0.0,0,580.0,300.0,7.0,193.0,307.0,0.9771986970684039,0.33275862068965517,0,0.0,0,236.0,127.0,2.0,145.0,0,128.0,80.0,0,48.0,0,72.0,72.0,0,0.0,0,16.0,13.0,3.0,0.0,0,0.0,0,0,0.0,0,272132.3197212361,0.004997568834870998
